0 -209 -222
1 -29 -14
2 50 71
3 -10 -15
4 -13 -9
5 5 -9
6 9 17
7 12 15
8 -13 -20
9 9 5
10 -1 -1
11 1 1
12 12 17
13 0 5
14 1 2
15 2 -4
16 0 -2
17 -3 1
18 -10 -5
19 3 9
20 -1 0
21 -5 0
22 -1 -12
23 9 6
24 8 4
25 3 6
26 1 -6
27 0 0
28 3 2
29 2 -3
30 7 4
31 -7 -6
32 3 5
33 2 -2
34 2 10
35 -3 2
36 -3 2
37 -3 -2
38 1 -5
39 -2 -5
40 -5 -4
41 -2 -1
42 1 0
43 0 1
44 -2 1
45 -3 6
46 4 2
47 2 6
48 0 -2
49 -1 2
50 1 4
51 -1 0
52 -2 0
53 0 -1
54 0 2
55 0 1
56 1 -2
57 -1 -4
58 0 0
59 -1 1
60 0 0
61 1 -3
62 -1 1
63 0 2
