0 -175 -217
1 -28 -23
2 62 42
3 -17 -9
4 -7 4
5 -53 -30
6 -43 -34
7 26 -3
8 5 9
9 9 3
10 7 11
11 5 4
12 15 3
13 26 22
14 18 3
15 7 -1
16 0 -6
17 5 4
18 10 5
19 0 -4
20 0 -1
21 3 -1
22 -8 -2
23 6 2
24 -4 -4
25 5 2
26 10 7
27 1 4
28 -3 3
29 -1 0
30 5 0
31 -6 -1
32 -1 1
33 4 3
34 -4 2
35 0 0
36 1 -1
37 -1 -1
38 -4 0
39 -3 1
40 -1 -4
41 -1 1
42 1 2
43 -1 0
44 0 0
45 -5 -2
46 -2 0
47 5 2
48 0 -2
49 1 -2
50 6 -1
51 6 1
52 0 1
53 4 -2
54 0 -1
55 -1 1
56 1 0
57 1 0
58 2 -2
59 -1 0
60 0 0
61 2 1
62 -1 -1
63 1 -1
