0 -343 -406
1 15 28
2 64 10
3 11 10
4 -33 -21
5 19 19
6 20 11
7 -18 -20
8 16 16
9 13 -5
10 18 1
11 -14 -5
12 20 15
13 -6 11
14 2 8
15 -5 4
16 12 16
17 -21 -16
18 12 4
19 -2 1
20 -9 1
21 -3 -2
22 3 2
23 -6 -3
24 8 9
25 -24 -16
26 0 0
27 0 -1
28 -2 0
29 2 2
30 1 1
31 8 -3
32 4 0
33 7 2
34 1 0
35 1 3
36 1 0
37 -8 0
38 -6 1
39 3 0
40 -3 -3
41 -2 0
42 3 1
43 0 -1
44 1 -1
45 2 1
46 -5 -3
47 -2 1
48 -2 -2
49 1 -1
50 1 1
51 -3 1
52 -2 -1
53 3 0
54 0 -2
55 -1 0
56 -1 -1
57 0 0
58 -2 0
59 1 1
60 1 0
61 -1 0
62 1 0
63 -2 -1
