0 -481 -488
1 2 12
2 -50 -27
3 4 2
4 8 20
5 -17 -30
6 17 21
7 -15 2
8 1 -8
9 -14 -5
10 -9 -5
11 1 5
12 9 5
13 -14 -13
14 15 18
15 24 18
16 -12 -10
17 -8 -13
18 6 12
19 -3 -1
20 3 6
21 0 -2
22 4 0
23 -3 -2
24 8 14
25 -1 -4
26 1 0
27 2 5
28 1 2
29 -3 1
30 1 -7
31 -16 -7
32 6 -2
33 3 -6
34 -1 -3
35 0 0
36 1 2
37 0 2
38 1 -3
39 1 -6
40 -5 -4
41 1 -1
42 -1 -1
43 1 -2
44 -1 -1
45 -1 -1
46 2 2
47 -3 -2
48 3 1
49 0 3
50 7 -1
51 0 -3
52 0 0
53 0 0
54 -1 -1
55 1 -1
56 1 0
57 -2 1
58 4 2
59 0 0
60 0 1
61 -1 1
62 -2 1
63 -2 -2
