0 -98 -186
1 -5 7
2 7 -17
3 7 -3
4 3 16
5 -4 -5
6 -10 1
7 -14 -9
8 -8 -6
9 -6 -7
10 3 -2
11 3 -6
12 3 0
13 8 7
14 -1 8
15 1 -5
16 10 5
17 11 2
18 0 -2
19 0 -1
20 -1 -2
21 0 2
22 -1 -4
23 -3 -6
24 -2 -4
25 4 -3
26 0 2
27 0 -2
28 -3 -1
29 1 1
30 0 1
31 -3 -1
32 1 -1
33 2 -3
34 -2 -1
35 1 1
36 1 2
37 -4 2
38 -2 -2
39 -2 1
40 1 -2
41 -1 1
42 1 0
43 4 0
44 -2 -1
45 -2 1
46 1 -1
47 1 0
48 2 0
49 -2 0
50 -1 -1
51 2 -2
52 0 1
53 -3 0
54 -1 -1
55 1 1
56 -1 2
57 1 0
58 0 -2
59 -1 -1
60 0 1
61 1 1
62 0 1
63 0 0
