0 -388 -375
1 34 14
2 47 63
3 -30 -21
4 -14 -26
5 -29 -17
6 -16 -7
7 -50 -41
8 -37 -32
9 32 21
10 22 12
11 34 20
12 35 40
13 -10 1
14 22 15
15 -24 -11
16 24 15
17 -2 -9
18 -4 0
19 12 4
20 -19 -9
21 5 9
22 -14 -8
23 -18 -6
24 -6 -1
25 5 -2
26 4 2
27 2 -1
28 -6 -1
29 1 -3
30 5 -1
31 -13 -9
32 -3 -6
33 2 1
34 0 3
35 3 -2
36 -4 -1
37 6 2
38 -4 1
39 0 -2
40 -9 -2
41 -1 4
42 1 0
43 2 0
44 -1 -3
45 -1 1
46 1 -1
47 2 -6
48 2 -1
49 -4 7
50 1 1
51 0 0
52 3 1
53 -2 -1
54 -1 0
55 1 1
56 1 0
57 1 2
58 -2 -1
59 -1 0
60 0 0
61 0 0
62 2 -2
63 1 -1
