0 -330
1 -37
2 57
3 12
4 22
5 39
6 15
7 20
8 16
9 6
10 3
11 -4
12 4
13 -6
14 -16
15 -1
16 -10
17 -10
18 -1
19 -3
20 0
21 0
22 0
23 1
24 6
25 -3
26 -6
27 -3
28 2
29 -1
30 -3
31 -7
32 -2
33 0
34 -1
35 -1
36 -3
37 1
38 0
39 -1
40 3
41 1
42 -1
43 0
44 -1
45 0
46 2
47 -1
48 -2
49 1
50 -1
51 -1
52 0
53 1
54 0
55 0
56 -1
57 -1
58 2
59 1
60 0
61 0
62 0
63 0
